roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-5904,female,group D,associate's degree,1,1,88,78,70,50,286,B
std-5905,female,group E,bachelor's degree,1,0,88,53,86,83,310,B
std-5906,female,group B,master's degree,0,0,64,91,90,46,291,B
std-5907,female,group D,some college,1,1,78,59,80,66,283,B
std-5908,female,group E,some college,1,1,77,82,76,73,308,B
std-5909,female,group A,high school,0,0,39,92,85,66,282,B
std-5910,female,group B,some high school,1,1,76,76,100,63,315,B
std-5911,female,group C,master's degree,0,1,61,57,88,87,293,B
std-5912,female,group A,some high school,0,1,32,58,86,89,265,B
std-5913,female,group C,associate's degree,1,1,45,52,100,68,265,B
std-5914,female,group D,some college,0,0,78,77,57,69,281,B
std-5915,female,group E,some college,1,1,75,47,62,77,261,B
std-5916,female,group C,high school,1,0,98,60,98,100,356,A
std-5917,female,group E,associate's degree,0,0,97,72,68,79,316,B
std-5918,female,group B,high school,0,1,73,98,61,63,295,B
std-5919,female,group B,associate's degree,1,0,59,85,69,39,252,B
std-5920,female,group A,high school,0,0,83,65,45,87,280,B
std-5921,female,group B,some high school,1,0,27,71,100,50,248,C
std-5922,female,group D,bachelor's degree,1,0,96,78,84,45,303,B
std-5923,female,group E,bachelor's degree,1,0,55,93,77,73,298,B
std-5924,female,group D,some college,1,0,66,62,76,61,265,B
std-5925,female,group E,some college,1,0,46,86,47,71,250,B
std-5926,female,group A,high school,1,0,82,37,58,92,269,B
std-5927,female,group D,associate's degree,0,0,60,23,44,85,212,C
std-5928,female,group D,associate's degree,0,0,27,89,77,49,242,C
std-5929,female,group E,bachelor's degree,1,0,65,67,82,74,288,B
std-5930,female,group E,some high school,1,1,79,62,77,77,295,B
std-5931,female,group D,high school,1,0,50,76,68,86,280,B
std-5932,female,group E,bachelor's degree,1,0,64,92,91,92,339,A
std-5933,female,group D,some high school,0,0,92,39,73,62,266,B
std-5934,female,group E,high school,1,1,76,56,71,55,258,B
std-5935,female,group C,high school,0,0,83,47,62,63,255,B
std-5936,female,group A,some college,0,1,47,68,71,51,237,C
std-5937,female,group C,some college,1,0,37,65,67,62,231,C
std-5938,female,group B,bachelor's degree,1,1,53,52,62,59,226,C
std-5939,female,group D,associate's degree,0,0,92,68,100,41,301,B
std-5940,female,group C,some college,1,0,63,31,65,79,238,C
std-5941,female,group C,associate's degree,1,1,31,79,78,66,254,B
std-5942,female,group C,some high school,1,1,80,67,89,76,312,B
std-5943,female,group E,some college,0,1,59,82,60,68,269,B
std-5944,female,group A,some high school,1,0,67,67,54,59,247,C
std-5945,female,group B,high school,0,0,74,61,95,76,306,B
std-5946,female,group D,bachelor's degree,0,1,82,70,66,40,258,B
std-5947,female,group D,bachelor's degree,0,1,69,89,96,70,324,A
std-5948,female,group D,bachelor's degree,0,0,58,62,69,65,254,B
std-5949,female,group D,some college,1,0,27,48,52,76,203,C
std-5950,female,group D,bachelor's degree,1,1,66,64,61,66,257,B
std-5951,female,group B,some college,1,0,92,78,60,63,293,B
std-5952,female,group E,high school,1,0,38,100,85,93,316,B
std-5953,female,group D,associate's degree,1,0,57,80,99,69,305,B
std-5954,female,group C,some high school,1,1,49,61,76,66,252,B
std-5955,female,group B,some college,1,1,27,54,54,52,187,D
std-5956,female,group C,high school,1,0,56,59,97,96,308,B
std-5957,female,group C,some high school,1,1,55,64,85,28,232,C
std-5958,female,group D,master's degree,1,0,65,66,66,51,248,C
std-5959,female,group B,high school,1,0,27,87,97,59,270,B
std-5960,female,group B,bachelor's degree,1,0,57,94,99,46,296,B
std-5961,female,group D,some college,1,0,76,100,63,63,302,B
std-5962,female,group E,some college,0,0,36,73,83,55,247,C
std-5963,female,group E,some high school,0,0,59,65,78,55,257,B
std-5964,female,group B,bachelor's degree,1,0,84,72,87,54,297,B
std-5965,female,group B,bachelor's degree,1,0,44,25,37,41,147,Fail
std-5966,female,group E,some high school,1,1,38,53,62,38,191,D
std-5967,female,group B,some college,0,1,67,66,94,57,284,B
std-5968,female,group A,some high school,0,0,31,64,43,48,186,D
std-5969,female,group C,some high school,0,0,64,59,94,50,267,B
std-5970,female,group E,some college,1,1,80,78,83,81,322,A
std-5971,female,group B,associate's degree,1,1,57,33,83,61,234,C
std-5972,female,group A,associate's degree,1,0,72,68,73,65,278,B
std-5973,Girl,group C,bachelor's degree,1,0,27,86,77,43,233,C
std-5974,female,group E,high school,1,1,31,84,46,43,204,C
std-5975,female,group A,some high school,1,0,67,66,80,72,285,B
std-5976,female,group E,bachelor's degree,1,0,66,70,98,54,288,B
std-5977,female,group A,high school,1,1,45,75,86,61,267,B
std-5978,female,group E,some high school,1,1,44,82,86,79,291,B
std-5979,female,group C,some college,1,0,51,52,100,60,263,B
std-5980,female,group E,bachelor's degree,1,0,27,45,89,97,258,B
std-5981,female,group B,high school,0,0,63,51,100,76,290,B
std-5982,female,group D,some college,0,1,67,89,100,64,320,A
std-5983,female,group A,some college,1,0,56,100,84,99,339,A
std-5984,female,group B,bachelor's degree,1,0,84,65,97,70,316,B
std-5985,female,group A,some college,0,1,27,87,75,78,267,B
std-5986,female,group C,associate's degree,1,0,61,99,73,47,280,B
std-5987,female,group C,high school,1,1,61,80,83,100,324,A
std-5988,female,group D,some high school,1,0,68,63,56,77,264,B
std-5989,female,group C,high school,1,1,50,68,67,44,229,C
std-5990,female,group E,associate's degree,0,0,53,100,82,73,308,B
std-5991,female,group D,associate's degree,1,0,85,67,85,73,310,B
std-5992,female,group E,associate's degree,1,0,83,53,68,72,276,B
std-5993,female,group B,high school,0,0,79,99,94,82,354,A
std-5994,female,group C,some college,1,1,42,75,76,57,250,B
std-5995,female,group C,some college,1,0,78,65,97,70,310,B
std-5996,female,group C,bachelor's degree,1,0,60,95,85,82,322,A
std-5997,female,group D,associate's degree,0,0,58,67,58,31,214,C
std-5998,female,group E,some college,1,0,64,67,77,62,270,B
std-5999,female,group D,some high school,1,0,53,63,70,68,254,B
std-6000,female,group C,associate's degree,0,0,71,83,59,55,268,B
std-6001,female,group C,master's degree,1,0,67,57,87,60,271,B
std-6002,female,group C,associate's degree,0,0,40,65,73,78,256,B
std-6003,female,group B,bachelor's degree,1,1,67,100,73,59,299,B
std-6004,female,group B,bachelor's degree,1,1,83,68,81,76,308,B
std-6005,female,group C,some high school,1,0,85,63,82,99,329,A
std-6006,female,group A,bachelor's degree,1,0,67,23,91,100,281,B
std-6007,female,group C,high school,1,0,85,60,74,72,291,B
std-6008,female,group B,high school,0,1,87,86,68,49,290,B
std-6009,female,group D,some high school,0,0,64,51,82,72,269,B
std-6010,female,group E,high school,1,1,56,99,92,83,330,A
std-6011,female,group D,some high school,1,0,83,50,82,77,292,B
std-6012,female,group B,some college,1,0,35,61,96,61,253,B
std-6013,female,group C,high school,0,1,98,44,58,82,282,B
std-6014,female,group C,high school,0,0,74,57,97,55,283,B
std-6015,female,group A,some college,0,0,76,100,94,70,340,A
std-6016,female,group D,some high school,1,0,66,92,67,92,317,B
std-6017,female,group C,some college,1,0,71,86,57,60,274,B
std-6018,female,group D,bachelor's degree,1,0,100,62,84,63,309,B
std-6019,female,group B,some high school,1,0,72,78,56,98,304,B
std-6020,female,group C,some high school,1,0,68,49,100,65,282,B
std-6021,female,group B,high school,1,0,29,79,80,66,254,B
std-6022,female,group C,high school,1,1,58,31,81,58,228,C
std-6023,female,group B,master's degree,1,1,86,58,38,36,218,C
std-6024,female,group C,some high school,0,0,84,64,90,66,304,B
std-6025,female,group C,some college,1,1,27,66,85,74,252,B
std-6026,female,group D,associate's degree,0,0,70,67,88,79,304,B
std-6027,female,group C,some high school,1,0,92,55,46,53,246,C
std-6028,female,group A,associate's degree,1,0,38,60,75,52,225,C
std-6029,female,group C,high school,1,1,68,90,59,77,294,B
std-6030,female,group D,associate's degree,1,0,34,94,76,56,260,B
std-6031,female,group A,high school,0,0,67,80,88,28,263,B
std-6032,female,group B,some college,1,0,55,40,96,94,285,B
std-6033,female,group D,high school,0,0,59,51,77,61,248,C
std-6034,female,group D,associate's degree,1,0,64,32,43,67,206,C
std-6035,female,group E,associate's degree,0,1,67,64,84,33,248,C
std-6036,female,group A,some high school,1,1,47,41,97,44,229,C
std-6037,female,group C,bachelor's degree,0,0,68,32,56,89,245,C
std-6038,female,group D,high school,1,1,52,98,90,81,321,A
std-6039,female,group B,some college,1,0,33,48,84,76,241,C
std-6040,female,group B,high school,1,1,94,69,66,57,286,B
std-6041,female,group D,some college,1,0,95,41,61,33,230,C
std-6042,female,group D,high school,1,1,85,37,100,74,296,B
std-6043,female,group E,some college,1,1,73,60,74,68,275,B
std-6044,female,group A,high school,0,0,91,91,83,93,358,A
std-6045,female,group D,some high school,1,0,87,84,73,69,313,B
std-6046,female,group B,some high school,0,0,68,34,70,45,217,C
std-6047,female,group C,some high school,1,0,49,89,77,93,308,B
std-6048,female,group C,associate's degree,1,0,99,57,90,90,336,A
std-6049,female,group C,high school,1,0,60,74,73,54,261,B
std-6050,female,group E,some high school,0,1,52,60,86,60,258,B
std-6051,female,group C,some college,1,0,61,69,57,69,256,B
std-6052,female,group D,associate's degree,0,0,86,74,67,73,300,B
std-6053,female,group B,high school,0,1,76,38,56,100,270,B
std-6054,female,group C,bachelor's degree,1,1,73,42,81,60,256,B
std-6055,female,group C,some college,0,1,60,64,100,91,315,B
std-6056,female,group C,high school,1,0,40,78,61,48,227,C
std-6057,female,group C,associate's degree,1,0,90,82,59,72,303,B
std-6058,female,group E,some high school,0,1,84,79,84,67,314,B
std-6059,female,group E,associate's degree,0,1,47,81,100,50,278,B
std-6060,female,group D,some high school,1,1,85,72,96,38,291,B
std-6061,female,group E,bachelor's degree,0,0,99,69,66,46,280,B
std-6062,female,group B,some college,1,1,27,73,81,89,270,B
std-6063,female,group D,master's degree,1,1,60,81,100,83,324,A
std-6064,female,group A,some college,0,1,85,100,58,53,296,B
std-6065,female,group C,associate's degree,0,1,91,81,89,93,354,A
std-6066,female,group C,associate's degree,1,1,27,56,56,74,213,C
std-6067,female,group C,bachelor's degree,1,0,41,56,57,33,187,D
std-6068,female,group E,some college,1,0,82,37,77,87,283,B
std-6069,female,group C,some college,1,1,78,45,79,68,270,B
std-6070,female,group E,associate's degree,1,0,61,71,82,95,309,B
std-6071,female,group E,some college,0,0,68,96,65,62,291,B
std-6072,female,group B,high school,1,0,62,57,56,88,263,B
std-6073,female,group A,some college,1,1,84,81,77,92,334,A
std-6074,female,group B,master's degree,1,1,52,81,96,65,294,B
std-6075,female,group E,some high school,1,0,74,63,68,75,280,B
std-6076,female,group D,high school,0,1,65,85,76,54,280,B
std-6077,female,group B,some high school,0,0,63,72,100,74,309,B
std-6078,female,group C,some high school,0,0,94,73,69,80,316,B
std-6079,female,group C,some college,0,1,71,51,96,74,292,B
std-6080,female,group B,bachelor's degree,1,1,55,100,59,61,275,B
std-6081,female,group D,high school,1,0,72,48,100,68,288,B
std-6082,female,group D,associate's degree,1,1,47,81,100,52,280,B
std-6083,female,group D,associate's degree,0,1,36,54,81,68,239,C
std-6084,female,group C,high school,1,1,73,87,83,74,317,B
std-6085,female,group E,some high school,0,0,48,71,95,70,284,B
std-6086,female,group E,some college,1,0,57,38,91,64,250,B
std-6087,female,group D,associate's degree,1,1,69,58,79,93,299,B
std-6088,female,group D,associate's degree,1,1,65,72,86,33,256,B
std-6089,female,group E,some high school,1,0,49,88,60,93,290,B
std-6090,female,group C,some high school,1,1,53,77,78,64,272,B
std-6091,female,group C,some college,1,0,75,85,77,83,320,A
std-6092,female,group C,associate's degree,1,0,68,52,77,45,242,C
std-6093,female,group D,some college,0,1,61,60,66,61,248,C
std-6094,female,group D,high school,0,1,91,80,100,45,316,B
std-6095,female,group A,associate's degree,1,0,41,49,67,86,243,C
std-6096,female,group D,high school,1,0,90,44,53,54,241,C
std-6097,female,group D,associate's degree,0,0,30,48,71,70,219,C
std-6098,female,group C,bachelor's degree,0,0,63,73,77,83,296,B
std-6099,female,group D,associate's degree,0,0,55,83,96,94,328,A
std-6100,female,group D,some college,0,1,77,74,61,50,262,B
std-6101,female,group D,some high school,0,0,67,29,100,81,277,B
std-6102,female,group C,high school,0,0,54,56,52,73,235,C
std-6103,female,group B,bachelor's degree,1,1,100,100,94,71,365,A
std-6104,female,group A,associate's degree,1,0,67,83,74,79,303,B
std-6105,female,group D,master's degree,1,0,53,64,97,41,255,B
std-6106,female,group D,some college,1,1,30,55,74,84,243,C
std-6107,female,group A,some high school,1,1,59,55,83,55,252,B
std-6108,female,group B,some college,0,0,35,86,74,64,259,B
std-6109,female,group E,some high school,1,0,84,71,70,85,310,B
std-6110,female,group E,some college,1,1,58,47,85,96,286,B
std-6111,female,group A,bachelor's degree,1,0,43,88,84,51,266,B
std-6112,female,group D,master's degree,1,0,38,78,89,57,262,B
std-6113,female,group B,associate's degree,1,1,67,76,65,71,279,B
std-6114,female,group B,some college,0,0,45,77,71,58,251,B
std-6115,female,group E,high school,1,0,27,95,48,79,249,C
std-6116,female,group A,some college,1,1,43,99,79,68,289,B
std-6117,female,group B,high school,0,1,89,100,98,65,352,A
std-6118,female,group C,associate's degree,1,0,67,82,89,59,297,B
std-6119,female,group D,some high school,0,0,84,74,80,62,300,B
std-6120,female,group D,some college,1,0,47,52,73,80,252,B
std-6121,female,group D,some college,0,1,82,87,66,56,291,B
std-6122,female,group C,some high school,1,1,27,41,61,43,172,D
std-6123,female,group B,some college,1,1,49,100,62,73,284,B
std-6124,female,group A,associate's degree,0,1,33,64,86,81,264,B
std-6125,female,group B,high school,1,0,90,89,50,82,311,B
std-6126,female,group C,master's degree,1,0,44,55,73,88,260,B
std-6127,female,group A,some high school,1,0,90,71,58,79,298,B
std-6128,female,group D,master's degree,1,1,80,80,96,82,338,A
std-6129,female,group C,associate's degree,1,0,61,42,60,53,216,C
std-6130,female,group C,some high school,0,0,34,100,78,37,249,C
std-6131,female,group A,some high school,0,0,82,46,88,43,259,B
std-6132,female,group E,some high school,0,0,74,32,88,55,249,C
std-6133,female,group C,high school,1,0,90,61,52,80,283,B
std-6134,female,group C,bachelor's degree,1,1,51,91,63,61,266,B
std-6135,female,group B,associate's degree,1,0,57,41,100,52,250,B
std-6136,female,group D,some high school,1,0,100,50,88,85,323,A
std-6137,female,group C,master's degree,0,1,48,68,81,97,294,B
std-6138,female,group A,some high school,0,1,64,56,82,72,274,B
std-6139,female,group D,some college,0,1,84,93,92,87,356,A
std-6140,female,group A,some college,1,0,45,73,79,82,279,B
std-6141,female,group B,some college,1,0,40,74,60,43,217,C
std-6142,female,group B,high school,0,0,62,94,78,59,293,B
std-6143,female,group C,some college,1,1,58,91,91,79,319,B
std-6144,female,group B,associate's degree,0,0,40,94,82,69,285,B
std-6145,female,group E,associate's degree,0,1,63,62,87,73,285,B
std-6146,female,group D,bachelor's degree,0,1,89,95,48,82,314,B
std-6147,female,group D,some high school,0,1,58,59,76,68,261,B
std-6148,female,group A,some high school,0,0,79,62,85,80,306,B
std-6149,female,group D,some college,1,0,54,56,79,55,244,C
std-6150,female,group B,some high school,1,0,27,57,82,56,222,C
std-6151,female,group D,some high school,1,1,88,83,100,65,336,A
std-6152,female,group C,bachelor's degree,1,0,56,64,88,53,261,B
std-6153,female,group E,some high school,1,0,84,77,89,81,331,A
std-6154,female,group B,high school,0,0,66,92,90,74,322,A
std-6155,female,group D,high school,1,0,38,44,73,62,217,C
std-6156,female,group C,some high school,0,1,80,99,50,100,329,A
std-6157,female,group E,associate's degree,0,0,100,70,94,50,314,B
std-6158,female,group A,high school,0,0,91,68,99,66,324,A
std-6159,female,group C,some high school,0,1,49,95,95,94,,A
std-6160,female,group E,some college,0,1,90,38,67,60,255,B
std-6161,female,group A,bachelor's degree,0,1,49,86,81,63,279,B
std-6162,female,group A,associate's degree,1,0,75,38,,58,257,B
std-6163,female,group E,high school,0,0,54,,85,62,288,B
std-6164,female,group E,some high school,1,1,,72,58,75,245,C
std-6165,female,group E,high school,0,0,64,92,70,44,270,B
